01/01/2001,PLX
01/01/2001,OLX
01/01/2001,NZX
01/01/2001,ZMX
01/01/2001,WSX
01/01/2001,SHX
01/01/2001,GEE
01/01/2001,AUE
01/01/2001,ITE
01/01/2001,XNY
01/01/2001,XLN
01/01/2001,XTA
01/01/2001,NYC
01/01/2001,LON
01/01/2001,UKE
01/01/2001,SKE
01/01/2001,HKE
01/01/2001,FIE
01/01/2001,SZE
01/01/2001,SWE
01/01/2001,EUE
01/01/2001,USE
01/01/2001,MSC
01/01/2001,SPE
01/01/2001,AOX
01/01/2001,AMX
01/01/2001,VIX
01/01/2001,CAE
01/01/2001,JAE
01/01/2001,OSX
01/01/2001,NQX
01/01/2001,FRX
01/01/2001,CPX
01/01/2001,BRX
01/01/2001,ATX
01/01/2001,RTX
01/01/2001,ASX
01/01/2001,VTX
01/01/2001,SIX
01/02/2001,NZX
01/02/2001,OSX
01/02/2001,BKX
01/02/2001,JSX
01/02/2001,RTX
01/02/2001,ATX
01/02/2001,MSC
01/02/2001,JAE
01/02/2001,SZE
01/02/2001,NYX
01/02/2001,HEX
01/02/2001,ICX
01/02/2001,VTX
01/03/2001,OSX
01/03/2001,JSX
01/03/2001,JAE
01/03/2001,HEX
01/03/2001,NYX
01/06/2001,CYX
01/06/2001,VIX
01/06/2001,SPE
01/06/2001,SWE
01/06/2001,FIE
01/06/2001,ATX
01/08/2001,OSX
01/08/2001,JAE
01/08/2001,RTX
01/08/2001,JSX
01/08/2001,MSC
01/08/2001,HEX
01/08/2001,NYX
01/15/2001,NAX
01/15/2001,NYC
01/15/2001,XNY
01/15/2001,NQX
01/15/2001,AOX
01/15/2001,USE
01/15/2001,ASX
01/23/2001,SKE
01/23/2001,KOX
01/24/2001,SHX
01/24/2001,HKE
01/24/2001,KOX
01/24/2001,SKE
01/24/2001,KLX
01/24/2001,SIX
01/25/2001,HKE
01/25/2001,SKE
01/25/2001,SHX
01/25/2001,KLX
01/25/2001,KOX
01/25/2001,SAX
01/25/2001,SIX
01/26/2001,AUE
01/26/2001,SHX
01/26/2001,HKE
01/27/2001,SHX
01/28/2001,SHX
01/29/2001,SHX
01/30/2001,SHX
02/01/2001,KLX
02/05/2001,MXX
02/06/2001,TAX
02/06/2001,NZX
02/08/2001,BKX
02/12/2001,NYX
02/12/2001,JAE
02/12/2001,OSX
02/12/2001,JSX
02/12/2001,HEX
02/19/2001,ASX
02/19/2001,NQX
02/19/2001,AOX
02/19/2001,USE
02/19/2001,XNY
02/19/2001,NYC
